H	2	1024	"2023-03-14 15:25:44"	60	0.05
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	1
23	1
24	1
25	3
26	9
27	11
28	29
29	25
30	34
31	45
32	26
33	30
34	40
35	24
36	29
37	29
38	33
39	36
40	26
41	36
42	30
43	31
44	38
45	27
46	26
47	41
48	31
49	29
50	33
51	25
52	26
53	31
54	34
55	26
56	36
57	32
58	32
59	22
60	37
61	23
62	26
63	21
64	26
65	35
66	26
67	14
68	22
69	31
70	25
71	32
72	31
73	42
74	41
75	29
76	28
77	27
78	24
79	21
80	18
81	26
82	23
83	32
84	30
85	23
86	34
87	30
88	23
89	32
90	25
91	30
92	10
93	22
94	16
95	27
96	21
97	20
98	12
99	21
100	30
101	33
102	29
103	31
104	34
105	29
106	32
107	29
108	37
109	28
110	20
111	17
112	16
113	11
114	18
115	12
116	18
117	12
118	9
119	11
120	8
121	5
122	4
123	7
124	9
125	11
126	7
127	11
128	8
129	5
130	10
131	3
132	10
133	16
134	3
135	6
136	4
137	11
138	8
139	6
140	4
141	8
142	5
143	9
144	6
145	6
146	10
147	5
148	9
149	9
150	11
151	8
152	5
153	7
154	12
155	8
156	3
157	3
158	3
159	10
160	5
161	13
162	8
163	2
164	4
165	7
166	9
167	2
168	5
169	12
170	7
171	6
172	14
173	3
174	4
175	12
176	8
177	12
178	10
179	13
180	12
181	14
182	10
183	16
184	10
185	17
186	8
187	19
188	12
189	17
190	14
191	15
192	15
193	16
194	9
195	16
196	8
197	7
198	5
199	7
200	4
201	8
202	8
203	7
204	9
205	6
206	3
207	2
208	6
209	3
210	5
211	5
212	5
213	5
214	5
215	3
216	6
217	5
218	5
219	8
220	2
221	2
222	3
223	4
224	5
225	1
226	5
227	7
228	10
229	6
230	8
231	4
232	5
233	8
234	12
235	4
236	6
237	3
238	2
239	2
240	5
241	3
242	7
243	7
244	6
245	3
246	3
247	4
248	1
249	5
250	6
251	4
252	3
253	6
254	3
255	5
256	6
257	3
258	3
259	2
260	4
261	3
262	3
263	6
264	6
265	6
266	3
267	2
268	0
269	4
270	3
271	0
272	3
273	1
274	1
275	3
276	1
277	7
278	6
279	5
280	2
281	3
282	1
283	5
284	2
285	5
286	5
287	5
288	4
289	3
290	1
291	3
292	3
293	5
294	4
295	1
296	3
297	5
298	5
299	1
300	5
301	1
302	5
303	2
304	0
305	2
306	3
307	3
308	4
309	5
310	4
311	3
312	6
313	3
314	3
315	6
316	1
317	5
318	3
319	2
320	3
321	3
322	4
323	1
324	2
325	2
326	6
327	2
328	6
329	4
330	1
331	4
332	0
333	3
334	4
335	3
336	1
337	3
338	8
339	2
340	3
341	2
342	3
343	4
344	6
345	3
346	4
347	5
348	1
349	3
350	8
351	1
352	3
353	3
354	2
355	2
356	2
357	1
358	2
359	4
360	1
361	4
362	2
363	2
364	1
365	0
366	6
367	4
368	1
369	3
370	1
371	2
372	1
373	1
374	3
375	3
376	3
377	1
378	1
379	2
380	3
381	0
382	1
383	1
384	0
385	1
386	2
387	1
388	0
389	0
390	0
391	2
392	3
393	4
394	1
395	2
396	1
397	0
398	0
399	3
400	1
401	2
402	2
403	2
404	1
405	2
406	2
407	2
408	1
409	2
410	2
411	2
412	1
413	2
414	1
415	1
416	3
417	3
418	1
419	1
420	0
421	1
422	3
423	4
424	1
425	0
426	3
427	2
428	3
429	1
430	5
431	5
432	1
433	1
434	0
435	3
436	2
437	4
438	3
439	2
440	2
441	5
442	5
443	3
444	4
445	4
446	1
447	1
448	3
449	1
450	4
451	4
452	2
453	2
454	3
455	0
456	1
457	1
458	0
459	0
460	0
461	2
462	2
463	3
464	2
465	1
466	0
467	1
468	0
469	1
470	0
471	0
472	0
473	1
474	0
475	1
476	0
477	0
478	0
479	0
480	3
481	1
482	0
483	0
484	0
485	0
486	1
487	2
488	2
489	0
490	0
491	0
492	0
493	2
494	1
495	3
496	2
497	0
498	0
499	0
500	0
501	0
502	1
503	0
504	0
505	0
506	1
507	2
508	0
509	0
510	0
511	1
512	2
513	0
514	1
515	0
516	0
517	1
518	3
519	2
520	1
521	1
522	0
523	1
524	0
525	1
526	0
