H	2	1024	"2023-03-14 15:14:30"	60	0.02
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	2
25	2
26	8
27	13
28	14
29	29
30	21
31	23
32	27
33	17
34	22
35	17
36	16
37	18
38	18
39	12
40	22
41	13
42	15
43	14
44	24
45	14
46	17
47	8
48	19
49	26
50	13
51	14
52	14
53	14
54	16
55	13
56	16
57	7
58	15
59	11
60	14
61	15
62	9
63	13
64	6
65	8
66	12
67	12
68	17
69	14
70	14
71	11
72	11
73	4
74	10
75	8
76	13
77	11
78	18
79	10
80	8
81	10
82	6
83	7
84	11
85	6
86	6
87	2
88	5
89	6
90	10
91	7
92	3
93	8
94	7
95	7
96	6
97	11
98	8
99	5
100	5
101	6
102	5
103	6
104	5
105	3
106	2
107	13
108	4
109	7
110	6
111	6
112	8
113	9
114	9
115	6
116	7
117	5
118	6
119	4
120	10
121	2
122	5
123	4
124	8
125	3
126	2
127	7
128	2
129	10
130	2
131	3
132	3
133	4
134	9
135	9
136	8
137	2
138	4
139	9
140	7
141	5
142	5
143	5
144	4
145	4
146	8
147	3
148	3
149	4
150	5
151	3
152	6
153	0
154	4
155	9
156	4
157	1
158	3
159	9
160	4
161	2
162	2
163	6
164	5
165	6
166	4
167	4
168	5
169	6
170	4
171	5
172	1
173	5
174	3
175	3
176	0
177	7
178	2
179	3
180	4
181	7
182	3
183	3
184	1
185	2
186	4
187	4
188	0
189	5
190	3
191	3
192	5
193	2
194	2
195	4
196	4
197	4
198	6
199	2
200	2
201	6
202	3
203	5
204	4
205	4
206	4
207	2
208	5
209	5
210	5
211	1
212	3
213	3
214	6
215	5
216	5
217	2
218	3
219	1
220	2
221	2
222	3
223	5
224	1
225	4
226	5
227	7
228	2
229	1
230	1
231	4
232	2
233	1
234	4
235	2
236	2
237	2
238	1
239	1
240	1
241	0
242	2
243	2
244	6
245	0
246	1
247	1
248	1
249	4
250	2
251	0
252	2
253	2
254	0
255	3
256	2
257	0
258	0
259	2
260	2
261	3
262	1
263	1
264	4
265	5
266	1
267	5
268	1
269	2
270	1
271	1
272	3
273	4
274	4
275	1
276	4
277	0
278	0
279	3
280	1
281	3
282	2
283	2
284	1
285	3
286	1
287	1
288	2
289	1
290	3
291	1
292	2
293	0
294	2
295	2
296	4
297	1
298	0
299	1
300	1
301	2
302	4
303	0
304	4
305	2
306	2
307	1
308	1
309	2
310	2
311	1
312	1
313	2
314	0
315	2
316	3
317	1
318	3
319	2
320	1
321	6
322	0
323	1
324	0
325	2
326	3
327	0
328	1
329	0
330	0
331	1
332	2
333	1
334	3
335	1
336	3
337	0
338	2
339	1
340	1
341	0
342	0
343	1
344	1
345	3
346	1
347	1
348	0
349	3
350	0
351	0
352	4
353	2
354	2
355	1
356	0
357	0
358	1
359	0
360	4
361	3
362	3
363	1
364	1
365	1
366	0
367	0
368	0
369	1
370	2
371	1
372	0
373	3
374	1
375	2
376	0
377	1
378	1
379	2
380	1
381	0
382	1
383	0
384	1
385	0
386	1
387	2
388	0
389	1
390	1
391	0
392	1
393	1
394	2
395	2
396	3
397	0
398	1
399	0
400	0
401	0
402	1
403	1
404	1
405	1
406	2
407	1
408	2
409	0
410	0
411	0
412	1
413	0
414	0
415	0
416	1
417	0
418	2
419	1
420	2
421	2
422	0
423	1
424	4
425	1
426	1
427	5
428	2
429	2
430	1
431	0
432	2
433	1
434	3
435	3
436	1
437	2
438	2
439	3
440	1
441	4
442	3
443	2
444	2
445	2
446	3
447	4
448	4
449	0
450	1
451	0
452	1
453	1
454	1
455	0
456	0
457	1
458	0
459	0
460	0
461	0
462	2
463	0
464	1
465	0
466	0
467	1
468	3
469	0
470	0
471	0
472	0
473	1
474	0
475	0
476	0
477	1
478	0
479	1
480	0
481	3
482	0
483	0
484	0
485	0
486	1
487	1
488	0
489	0
490	0
491	0
492	1
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	1
501	1
502	0
503	0
504	0
505	0
506	1
507	0
508	1
509	0
510	0
511	2
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	2
522	0
523	1
524	0
525	0
526	0
