H	2	1024	"2023-03-14 15:18:59"	60	0.10
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	2
25	2
26	7
27	15
28	20
29	33
30	29
31	36
32	25
33	31
34	40
35	29
36	30
37	26
38	37
39	31
40	26
41	25
42	34
43	34
44	24
45	35
46	28
47	42
48	31
49	21
50	35
51	30
52	18
53	24
54	16
55	24
56	21
57	30
58	20
59	23
60	25
61	18
62	30
63	30
64	35
65	25
66	37
67	34
68	22
69	40
70	33
71	32
72	43
73	47
74	39
75	41
76	31
77	40
78	37
79	36
80	27
81	30
82	22
83	35
84	16
85	24
86	19
87	29
88	25
89	24
90	18
91	32
92	27
93	20
94	22
95	34
96	30
97	18
98	40
99	24
100	17
101	29
102	25
103	17
104	21
105	25
106	13
107	24
108	26
109	16
110	15
111	19
112	21
113	15
114	26
115	19
116	20
117	20
118	20
119	29
120	22
121	18
122	14
123	19
124	16
125	20
126	14
127	22
128	17
129	19
130	19
131	12
132	18
133	21
134	13
135	19
136	20
137	17
138	20
139	13
140	27
141	15
142	10
143	14
144	14
145	10
146	26
147	21
148	19
149	21
150	16
151	8
152	22
153	23
154	19
155	13
156	13
157	18
158	15
159	11
160	10
161	14
162	18
163	12
164	11
165	17
166	15
167	12
168	12
169	19
170	19
171	14
172	20
173	10
174	16
175	11
176	13
177	10
178	7
179	14
180	18
181	12
182	13
183	13
184	8
185	13
186	18
187	13
188	13
189	21
190	14
191	11
192	14
193	11
194	9
195	24
196	11
197	11
198	10
199	8
200	7
201	13
202	12
203	22
204	8
205	17
206	10
207	15
208	20
209	14
210	15
211	7
212	11
213	14
214	15
215	10
216	10
217	11
218	16
219	9
220	16
221	14
222	11
223	13
224	9
225	12
226	13
227	15
228	14
229	14
230	15
231	15
232	11
233	15
234	11
235	10
236	16
237	11
238	10
239	13
240	13
241	10
242	15
243	12
244	14
245	10
246	11
247	8
248	13
249	19
250	9
251	9
252	13
253	11
254	16
255	13
256	11
257	17
258	20
259	8
260	10
261	10
262	17
263	8
264	10
265	14
266	12
267	16
268	15
269	9
270	15
271	5
272	9
273	19
274	9
275	10
276	12
277	12
278	16
279	17
280	11
281	8
282	11
283	19
284	16
285	10
286	10
287	8
288	15
289	7
290	6
291	6
292	14
293	8
294	9
295	8
296	11
297	7
298	10
299	9
300	6
301	8
302	3
303	5
304	8
305	9
306	8
307	8
308	11
309	14
310	13
311	8
312	10
313	6
314	14
315	9
316	13
317	11
318	9
319	9
320	7
321	9
322	11
323	8
324	11
325	10
326	7
327	8
328	8
329	7
330	6
331	7
332	5
333	8
334	4
335	6
336	12
337	8
338	8
339	11
340	5
341	10
342	18
343	11
344	19
345	25
346	22
347	16
348	18
349	18
350	29
351	24
352	23
353	24
354	21
355	19
356	25
357	30
358	23
359	21
360	20
361	21
362	22
363	20
364	7
365	16
366	8
367	11
368	8
369	5
370	4
371	6
372	6
373	4
374	3
375	5
376	2
377	4
378	2
379	2
380	2
381	3
382	4
383	2
384	1
385	8
386	6
387	11
388	6
389	8
390	11
391	11
392	14
393	13
394	11
395	13
396	9
397	18
398	18
399	20
400	15
401	29
402	15
403	11
404	20
405	18
406	27
407	18
408	12
409	16
410	13
411	12
412	12
413	13
414	9
415	11
416	6
417	11
418	1
419	5
420	4
421	4
422	4
423	3
424	1
425	3
426	4
427	1
428	1
429	2
430	1
431	1
432	1
433	2
434	2
435	2
436	1
437	0
438	0
439	3
440	4
441	1
442	4
443	1
444	1
445	2
446	2
447	2
448	1
449	1
450	1
451	1
452	1
453	1
454	3
455	1
456	1
457	1
458	1
459	0
460	0
461	1
462	0
463	2
464	0
465	1
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	2
477	0
478	0
479	1
480	0
481	1
482	0
483	0
484	0
485	0
486	1
487	0
488	0
489	0
490	0
491	1
492	0
493	0
494	1
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	2
503	1
504	1
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	2
513	1
514	1
515	0
516	0
517	1
518	0
519	1
520	0
521	1
522	0
523	0
524	1
525	2
526	1
